name
API_CALLER_CFG
AR_CLASS_DOWN
AR_DOWN_ALE_DAYS
AR_DOWN_EIS1
AR_DOWN_EMPLOYEE
ARTB_21CCLC
ARTB_DIST_LEARN
ARTB_DIST_LRNPROV
ARTB_DISTRICTS
ARTB_EC_ANTIC_SVC
ARTB_EC_DISAB
ARTB_EC_RELATE_SVC
ARTB_INSTITUTIONS
ARTB_LEPMONITORED
ARTB_OTHERDISTRICT
ARTB_OUT_DIST
ARTB_RESIDENT
ARTB_RPT_PERIODS
ARTB_SA_ANTIC_SVC
ARTB_SA_DISAB
ARTB_SA_RELATE_SVC
ARTB_SCHOOL_GRADE
ARTB_SE_CERT_STAT
ARTB_SE_DEV_NEEDS
ARTB_SE_EDD_3RD
ARTB_SE_EDD_REASON
ARTB_SE_EDU_ENVIRN
ARTB_SE_EDU_NEEDS
ARTB_SE_EDU_PLACE
ARTB_SE_EVAL_CODE
ARTB_SE_EVL_EXCEED
ARTB_SE_FUNC_IMP
ARTB_SE_FUNC_SCORE
ARTB_SE_GRADE_LVL
ARTB_SE_INT_SERV
ARTB_SE_PROG_TYPE
ARTB_SE_REASON_NOT_ACCESSED
ARTB_SE_REFERRAL
ARTB_SE_RFC_REASON
ARTB_SE_STAF_DISAB
ARTB_SE_TITLE_CODE
ARTB_SE_TRANS_CODE
ARTB_TUITION
att_audit_trail
att_bottomline
att_cfg
att_cfg_codes
Att_cfg_miss_sub
att_cfg_periods
att_code
att_code_building
att_interval
att_notify_crit
att_notify_crit_cd
att_notify_crit_pd
att_notify_elig_cd
att_notify_group
Att_notify_lang
att_notify_stu_det
att_notify_stu_hdr
att_period
att_stu_at_risk
att_stu_day_tot_last
att_stu_day_totals
att_stu_eligible
Att_stu_int_crit
Att_stu_int_group
Att_stu_int_memb
Att_tws_taken
Att_view_abs
Att_view_cyc
Att_view_det
att_view_hdr
Att_view_int
att_view_mse_bldg
Att_view_per
atttb_district_grp
atttb_ineligible
atttb_sif_status
atttb_sif_type
atttb_state_grp
book_assign
book_bookmaster
book_mlc_course
book_req_det
book_req_hdr
book_textbook
booktb_adj_comment
booktb_adoption
booktb_depository
booktb_mlc
booktb_publisher
booktb_type
COTB_REPORT_PERIOD
CP_CFG
cp_stu_course_ovr
cp_stu_future_req
cp_stu_grad
cp_stu_grad_area
cp_stu_plan_alert
cp_view_hdr
disc_act_user
disc_att_notify
disc_cfg
disc_district_act
disc_district_cfg
disc_district_tot
disc_incident
disc_incident_code
disc_link_issue
disc_ltr_crit
disc_ltr_crit_act
disc_ltr_crit_elig
disc_ltr_crit_off
disc_ltr_detail
disc_ltr_header
disc_non_student
disc_notes
disc_occurrence
disc_off_action
disc_off_charge
disc_off_code
disc_off_convict
disc_off_drug
disc_off_fine
disc_off_subcode
disc_off_weapon
disc_offender
disc_print_citation
DISC_STU_AT_RISK
disc_stu_eligible
disc_stu_rollover
disc_user
disc_victim
disc_victim_action
disc_victim_injury
disc_witness
disctb_act_outcome
disctb_charge
disctb_conviction
disctb_disposition
disctb_drug
disctb_inc_subcode
disctb_injury
disctb_location
disctb_magistrate
disctb_notified
disctb_off_action
disctb_off_subcode
disctb_police_act
disctb_reason
disctb_referral
disctb_timeframe
disctb_vic_action
disctb_vic_code
disctb_vic_disp
disctb_vic_reason
disctb_vic_subcode
disctb_weapon
disctb_wit_code
disctb_wit_subcode
fee_group_crit
fee_group_det
fee_group_hdr
fee_item
fee_stu_audit
