NonEmptyTables
_tblStateCourses
API_RULE_DET
API_RULE_HDR
API_RULE_SUBQUERY_JOIN
AR_DOWN_DISTRICT
ARTB_21CCLC
ARTB_DIST_LEARN
ARTB_DIST_LRNPROV
ARTB_EC_ANTIC_SVC
ARTB_EC_DISAB
ARTB_EC_RELATE_SVC
ARTB_INSTITUTIONS
ARTB_LEPMONITORED
ARTB_OUT_DIST
ARTB_RESIDENT
ARTB_RPT_PERIODS
ARTB_SA_ANTIC_SVC
ARTB_SA_DISAB
ARTB_SA_RELATE_SVC
ARTB_SCHOOL_GRADE
ARTB_SE_CERT_STAT
ARTB_SE_DEV_NEEDS
ARTB_SE_EDD_3RD
ARTB_SE_EDD_REASON
ARTB_SE_EDU_ENVIRN
ARTB_SE_EDU_NEEDS
ARTB_SE_EDU_PLACE
ARTB_SE_EVAL_CODE
ARTB_SE_EVL_EXCEED
ARTB_SE_FUNC_IMP
ARTB_SE_FUNC_SCORE
ARTB_SE_GRADE_LVL
ARTB_SE_INT_SERV
ARTB_SE_PROG_TYPE
ARTB_SE_REASON_NOT_ACCESSED
ARTB_SE_REFERRAL
ARTB_SE_RFC_REASON
artb_se_staf_disab
ARTB_SE_TITLE_CODE
ARTB_SE_TRANS_CODE
ARTB_TUITION
ATT_AUDIT_TRAIL
ATT_BOTTOMLINE
ATT_CFG
ATT_CFG_MISS_SUB
ATT_CODE
ATT_COURSE_SEATING
ATT_EMERGENCY_CFG
ATT_HRM_SEATING
ATT_INTERVAL
ATT_NOTIFY_CRIT
ATT_NOTIFY_CRIT_CD
ATT_NOTIFY_CRIT_PD
ATT_NOTIFY_GROUP
ATT_NOTIFY_STU_DET
ATT_NOTIFY_STU_HDR
ATT_PERIOD
ATT_STU_AT_RISK
ATT_STU_COURSE_SEAT
ATT_STU_DAY_TOT_LAST
ATT_STU_DAY_TOTALS
ATT_STU_ELIGIBLE
ATT_STU_HRM_SEAT
ATT_STU_INT_CRIT
ATT_STU_INT_GROUP
ATT_STU_INT_MEMB
ATT_TWS_TAKEN
ATT_VIEW_ABS
ATT_VIEW_CYC
ATT_VIEW_DET
ATT_VIEW_HDR
ATT_VIEW_INT
ATT_VIEW_MSE_BLDG
ATT_VIEW_PER
ATTTB_STATE_GRP
CP_CFG
CP_STU_FUTURE_REQ
CP_STU_PLAN_ALERT
CRN_CFG
DISC_CFG
DISC_DISTRICT_CFG
DISC_DISTRICT_CFG_DETAIL
DISC_INCIDENT
DISC_INCIDENT_CODE
DISC_NON_STUDENT
DISC_NOTES
DISC_OFF_ACTION
DISC_OFF_CODE
DISC_OFF_FINE
DISC_OFFENDER
DISC_VICTIM
DISC_WITNESS
DISCTB_INC_SUBCODE
DISCTB_LOCATION
DISCTB_NOTIFIED
DISCTB_OFF_ACTION
DISCTB_POLICE_ACT
DISCTB_REFERRAL
DISCTB_TIMEFRAME
DISCTB_VIC_ACTION
DISCTB_VIC_CODE
DISCTB_VIC_SUBCODE
DISCTB_WIT_CODE
DISCTB_WIT_SUBCODE
ESP_MENU_FAVORITES
ESP_MENU_ITEMS
HAC_Building_Cfg
HAC_BUILDING_CFG_AUX
HAC_BUILDING_CFG_CONTACTS
HAC_BUILDING_CFG_INTER
HAC_CHALLENGE_QUES
HAC_DIST_CFG_ONLINE_PAYMT
HAC_DIST_CFG_PWD
HAC_District_Cfg
HAC_FAILED_LOGIN_ATTEMPTS
HAC_LINK
HAC_MENU_LINKED_PAGES
HAC_MENULIST
HAC_TRANSLATION
LTDB_INTERFACE_DEF
LTDB_INTERFACE_DET
LTDB_INTERFACE_HDR
LTDB_INTERFACE_STU
LTDBTB_SUBTEST_PESC_CODE
LTDBTB_TEST_PESC_CODE
MDTB_CLASS_OF_RECORD
MDTB_COURSE_COMPLETION_STATUS
MDTB_CRS_PLACEMENT
MDTB_HSA_SUBJECT
MED_CFG
MED_CUSTOM_EXAM_COLUMN
MED_CUSTOM_EXAM_ELEMENT
MED_CUSTOM_EXAM_KEY
MED_CUSTOM_EXAM_TYPE
MED_DENTAL
MED_GENERAL
MED_GRACE_SCHD
MED_GROWTH
MED_GROWTH_ARK
MED_GROWTH_BMI_ARK
MED_HEARING
MED_HEARING_DET
MED_IMM_CRIT
MED_IMM_CRIT_GRP
med_imm_crit_grp_SD091114
med_imm_crit_SD091114
MED_IMM_CRIT_SHOTS
med_imm_crit_shots_SD091114
MED_ISSUED
MED_NOTES
MED_OFFICE
MED_OFFICE_DET
MED_PHYSICAL
MED_PHYSICAL_EXAM
MED_REFERRAL
MED_REQUIRED
MED_SCOLIOSIS
MED_SCREENING
MED_SERIES
MED_SERIES_DET
MED_SERIES_SCHD_HDR
med_series_schd_hdr_SD091114
MED_SERIES_SCHD_TYPES
MED_SERIES_SCHED
med_series_sched_SD091114
MED_SHOT
MED_SHOT_DET
MED_STU_LETTER
MED_USER
MED_VISION
MED_VITALS
MEDTB_ALT_DOSE
MEDTB_ALT_DOSE_DET
MEDTB_BMI_STATUS
MEDTB_CDC_LMS
MEDTB_DECIBEL
MEDTB_EXAM
MEDTB_EXEMPT
MEDTB_FOLLOWUP
MEDTB_FREQUENCY
MEDTB_LENS
MEDTB_LOCATION
MEDTB_MEDICINE
MEDTB_OUTCOME
MEDTB_PERCENTS
MEDTB_PERCENTS_ARK
MEDTB_REFER
MEDTB_SCREENING
MEDTB_SHOT
MEDTB_SOURCE_DOC
MEDTB_STATUS
MEDTB_TEMP_METHOD
MEDTB_TREATMENT
MEDTB_VACCINATION_PESC_CODE
medtb_vis_exam_ark
MEDTB_VISIT
MENU_ITEMS
MR_ABSENCE_TYPES
MR_ABSENCE_VALID
MR_AVERAGE_CALC
MR_AVERAGE_SETUP
MR_CFG
MR_CFG_MISS_SUB
MR_CLASS_SIZE
MR_COMMENT_TYPES
MR_COMMENT_VALID
MR_COMMENTS
MR_CRDOVR_REASON
MR_CREDIT_SETUP
MR_CREDIT_SETUP_GD
MR_CREDIT_SETUP_MK
MR_CRSEQU_SETUP
MR_GB_ALPHA_MARKS
MR_GB_ASMT
MR_GB_AVG_CALC
MR_GB_CAT_AVG
MR_GB_CAT_BLD
MR_GB_CAT_SESS_MARK
MR_GB_CAT_SESSION
MR_GB_IPR_AVG
MR_GB_LOAD_AVG_ERR
MR_GB_MARK_AVG
MR_GB_MP_MARK
MR_GB_RUBRIC_CRIT
MR_GB_RUBRIC_DET
MR_GB_RUBRIC_HDR
MR_GB_RUBRIC_PERF_LVL
MR_GB_SCALE
MR_GB_SCALE_DET
MR_GB_SESSION_PROP
MR_GB_STU_ALIAS
MR_GB_STU_ASMT_CMT
MR_GB_STU_NOTES
MR_GB_STU_SCALE
MR_GB_STU_SCORE
MR_GB_STU_SCORE_HIST
MR_GPA_SETUP
MR_GPA_SETUP_EXCL
MR_GPA_SETUP_GD
MR_GPA_SETUP_MRK
MR_GRAD_REQ_DET
MR_GRAD_REQ_HDR
MR_HONOR_SETUP
MR_HONOR_SETUP_GD
MR_HONOR_SETUP_MKS
MR_HONOR_SETUP_Q_D
MR_IPR_PRINT_HDR
MR_IPR_PRT_STU_COM
MR_IPR_PRT_STU_DET
MR_IPR_PRT_STU_HDR
MR_IPR_PRT_STU_MSG
MR_IPR_RUN
MR_IPR_STU_ABS
MR_IPR_STU_HDR
MR_IPR_STU_MARKS
MR_IPR_STU_MESSAGE
MR_IPR_TAKEN
MR_IPR_VIEW_ATT
MR_IPR_VIEW_ATT_IT
MR_IPR_VIEW_DET
MR_IPR_VIEW_HDR
MR_LEVEL_DET
MR_LEVEL_GPA
MR_LEVEL_HDR
MR_LEVEL_HONOR
MR_LEVEL_MARKS
MR_MARK_ISSUED_AT
MR_MARK_TYPES
MR_MARK_TYPES_LMS_MAP
MR_PRINT_HDR
MR_PRINT_KEY
MR_PRINT_STU_COMM
MR_PRINT_STU_CRSTXT
MR_PRINT_STU_DET
MR_PRINT_STU_HDR
MR_PRINT_STU_SEC_TEACHER
MR_RC_TAKEN
MR_RC_VIEW_ATT
MR_RC_VIEW_ATT_INT
MR_RC_VIEW_DET
MR_RC_VIEW_HDR
MR_RC_VIEW_MPS
MR_RC_VIEW_SP_COLS
MR_REQ_AREAS
MR_SC_DISTR_FORMAT
MR_SC_ST_STANDARD
MR_STU_ABSENCES
MR_STU_COMMENTS
MR_STU_CRS_DATES
MR_STU_GPA
MR_STU_GRAD
MR_STU_GRAD_AREA
MR_STU_HDR
MR_STU_HONOR
MR_STU_MARKS
MR_STU_MP
MR_STU_MP_COMMENTS
MR_STU_RUBRIC_SCORE
MR_STU_TEXT
MR_STU_XFER_BLDGS
MR_STU_XFER_RUNS
MR_TRN_PRINT_HDR
MR_TRN_PRT_STU_ACT
MR_TRN_PRT_STU_BRK
MR_TRN_PRT_STU_COM
MR_TRN_PRT_STU_DET
MR_TRN_PRT_STU_HDR
MR_TRN_PRT_STU_REQ
MR_TRN_VIEW_BLDTYP
MR_TRN_VIEW_DET
MR_TRN_VIEW_GPA
MR_TRN_VIEW_HDR
MR_TRN_VIEW_MPS
MR_TRN_VIEW_MS
MRTB_DISQUALIFY_REASON
MRTB_GB_CATEGORY
MRTB_LEVEL_HDR_PESC_CODE
MRTB_MARKOVR_REASON
MSG_BUILDING_SETUP
MSG_BUILDING_SETUP_ENABLE
MSG_BUILDING_SETUP_VALUES
MSG_DISTRICT_SETUP
MSG_DISTRICT_SETUP_ENABLE
MSG_DISTRICT_SETUP_VALUES
MSG_EVENT
MSG_SUB_EVENT
MSG_USER_PREFERENCE_DET
MSG_USER_PREFERENCE_HDR
MSG_VALUE_SPECIFICATION
NSE_CONFIGURABLE_FIELDS
NSE_CONTROLSLIST
NSE_CONTROLTRANSLATION
NSE_FIELDS
NSE_RESOURCE
NSE_RESOURCE_TYPE
NSE_TABS
NSE_TRANSLATION
PESC_SUBTEST_CODE
PESC_TEST_CODE
PESCTB_GEND_XWALK
PESCTB_GPA_XWALK
PESCTB_GRADE_XWALK
PESCTB_SCORE_XWALK
PESCTB_SHOT_XWALK
PESCTB_SUFFIX_XWALK
PP_SECURITY
PS_SPECIAL_ED_PHONE_TYPE_MAP
REG
REG_ACADEMIC
REG_ACT_PREREQ
REG_ACTIVITY_ADV
REG_ACTIVITY_DET
REG_ACTIVITY_HDR
REG_ACTIVITY_MP
REG_BUILDING
REG_BUILDING_GRADE
REG_CAL_DAYS
REG_CALENDAR
REG_CFG
REG_CFG_ALERT
REG_CFG_ALERT_CODE
REG_CFG_ALERT_DEF_CRIT
REG_CFG_ALERT_DEFINED
REG_CLASSIFICATION
REG_CONTACT
REG_CONTACT_PHONE
REG_CYCLE
REG_DISABILITY
REG_DISTRICT
REG_DISTRICT_ATTACHMENT
REG_DURATION
REG_EMERGENCY
REG_ENTRY_WITH
REG_ETHNICITY
REG_EVENT
REG_EVENT_MS
REG_EXCLUDE_HONOR
REG_EXCLUDE_RANK
REG_GEO_CFG
REG_GRADE
REG_GROUP_HDR
REG_GROUP_USED_FOR
REG_HISTORY_CFG
REG_KEY_CONTACT_ID
REG_LEGAL_INFO
REG_LOCKER
REG_LOCKER_COMBO
REG_MED_ALERTS
REG_MP_DATES
REG_MP_WEEKS
REG_NEXT_YEAR
REG_NOTES
REG_PERSONAL
REG_PHONE_HIST
REG_PHONE_HISTORY_CFG
REG_PROGRAM_COLUMN
REG_PROGRAM_SETUP
REG_PROGRAMS
REG_PRT_FLG_DFLT
REG_ROOM
REG_ROOM_AIN
REG_STAFF
REG_STAFF_ADDRESS
REG_STAFF_BLDGS
REG_STAFF_BLDGS_HRM_AIN
REG_STAFF_ETHNIC
