NonEmptyTables
REG_STAFF_PHOTO_CFG
REG_STATE
REG_STU_AT_RISK_CALC
REG_STU_CONTACT
REG_STU_CONTACT_ALERT
REG_STU_CONTACT_ALERT_ATT
REG_STU_CONTACT_ALERT_DISC
REG_TRACK
REG_TRAVEL
REG_USER
REG_USER_BUILDING
REG_USER_DISTRICT
REG_USER_STAFF
REG_YREND_CRITERIA
REG_YREND_RUN
REG_YREND_SELECT
REG_YREND_STUDENTS
REG_YREND_UPDATE
REGPROG_YREND_RUN
REGTB_ALT_PORTFOLIO
REGTB_APPT_TYPE
REGTB_AR_ACT641
REGTB_AR_ANTICSVCE
REGTB_AR_BIRTHVER
REGTB_AR_CNTYRESID
REGTB_AR_COOPS
REGTB_AR_CORECONT
REGTB_AR_DEVICE_ACC
REGTB_AR_ELDPROG
REGTB_AR_ELL_MONI
REGTB_AR_FACTYPE
REGTB_AR_IMMSTATUS
REGTB_AR_INS_CARRI
REGTB_AR_MILITARYDEPEND
REGTB_AR_PRESCHOOL
REGTB_AR_RAEL
REGTB_AR_SCH_LEA
REGTB_AR_SEND_LEA
REGTB_AR_STU_INSTRUCT
REGTB_AR_SUP_SVC
REGTB_BLDG_REASON
REGTB_BLDG_TYPES
REGTB_CITIZENSHIP
REGTB_CLASSIFY
REGTB_COUNTRY
REGTB_COUNTY
REGTB_CURR_CODE
REGTB_DAY_TYPE
REGTB_DEPARTMENT
REGTB_DIPLOMAS
REGTB_DISABILITY
REGTB_ELIG_STATUS
REGTB_ENTRY
REGTB_ETHNICITY
REGTB_GENDER_IDENTITY
REGTB_GENERATION
REGTB_GRAD_PLANS
REGTB_GRADE_PESC_CODE
REGTB_GROUP_USED_FOR
REGTB_HOLD_RC_CODE
REGTB_HOMELESS
REGTB_HOSPITAL
REGTB_HOUSE_TEAM
REGTB_IEP_STATUS
REGTB_IMMUN_STATUS
REGTB_LANGUAGE
regtb_language_SD091114
REGTB_MEAL_STATUS
REGTB_MEDIC_ALERT
REGTB_NAME_CHGRSN 
REGTB_NOTE_TYPE
REGTB_PESC_CODE
REGTB_PHONE
REGTB_PROC_STATUS
REGTB_PROG_WITH
REGTB_RELATION
REGTB_RELATION_PESC_CODE
REGTB_REQ_GROUP
REGTB_RESIDENCY
REGTB_ROOM_TYPE
REGTB_SCHOOL_YEAR
REGTB_ST_PREFIX
REGTB_ST_SUFFIX
REGTB_ST_TYPE
REGTB_TITLE
REGTB_TRAVEL
REGTB_WITHDRAWAL
SCHD_CFG
SCHD_CFG_DISC_OFF
SCHD_CFG_HOUSETEAM
SCHD_CFG_HRM_AIN
SCHD_CFG_INTERVAL
SCHD_CNFLCT_MATRIX
SCHD_COURSE
SCHD_COURSE_BLOCK
SCHD_COURSE_GPA
SCHD_COURSE_GRADE
SCHD_COURSE_HONORS
SCHD_COURSE_SEQ
SCHD_COURSE_SUBJ
SCHD_COURSE_SUBJ_TAG
SCHD_COURSE_USER
SCHD_CRS_BLDG_TYPE
SCHD_CRS_GROUP_DET
SCHD_CRS_GROUP_HDR
SCHD_CRS_MARK_TYPE
SCHD_CRSSEQ_MARKTYPE
SCHD_DISTCRS_SECTIONS_OVERRIDE
SCHD_MS
SCHD_MS_BLDG_TYPE
SCHD_MS_BLOCK
SCHD_MS_CYCLE
SCHD_MS_GPA
SCHD_MS_GRADE
SCHD_MS_HONORS
SCHD_MS_HOUSE_TEAM
SCHD_MS_HRM_AIN
SCHD_MS_KEY
SCHD_MS_MARK_TYPES
SCHD_MS_MP
SCHD_MS_SESSION
SCHD_MS_STAFF
SCHD_MS_STAFF_DATE
SCHD_MS_STUDY_SEAT
SCHD_MS_SUBJ
SCHD_MS_SUBJ_TAG
SCHD_MS_USER
SCHD_PARAMS
SCHD_PARAMS_SORT
SCHD_PERIOD
SCHD_PREREQ_COURSE_ERR
SCHD_REC_TAKEN
SCHD_RUN
SCHD_RUN_TABLE
SCHD_SCAN_REQUEST
SCHD_STU_CONF_CYC
SCHD_STU_CONF_MP
SCHD_STU_COURSE
SCHD_STU_CRS_DATES
SCHD_STU_PREREQOVER
SCHD_STU_RECOMMEND
SCHD_STU_REQ
SCHD_STU_REQ_MP
SCHD_STU_STATUS
SCHD_TIMETABLE
SCHD_UNSCANNED
SCHDTB_AR_DIG_LRN
SCHDTB_AR_DIST_PRO
SCHDTB_AR_HQT
SCHDTB_AR_INST
SCHDTB_AR_JOBCODE
SCHDTB_AR_LEARN
SCHDTB_AR_LIC_EX
SCHDTB_AR_TRANSVEN
SCHDTB_AR_VOCLEA
SCHDTB_COURSE_NCES_CODE
SCHDTB_CREDIT_BASIS_PESC_CODE
SCHOOLOGY_ASMT_XREF
SCHOOLOGY_INTF_DET
SCHOOLOGY_INTF_HDR
SEC_GLOBAL_ID
SEC_LOOKUP_INFO
SEC_LOOKUP_MENU_ITEMS
SEC_LOOKUP_MENU_REL
SEC_LOOKUP_NON_MENU
SEC_USER
SEC_USER_BUILDING
SEC_USER_MENU_CACHE
SEC_USER_RESOURCE
SEC_USER_ROLE
SEC_USER_ROLE_BLDG_OVR
SECTB_ACTION_RESOURCE
SECTB_PACKAGE
SECTB_PAGE_RESOURCE
SECTB_RESOURCE
SECTB_SUBPACKAGE
SMS_PROGRAM_RULES
SMS_PROGRAM_RULES_MESSAGES
SMS_USER_FIELDS
SMS_USER_RULES
SMS_USER_RULES_MESSAGES
SMS_USER_SCREEN
SMS_USER_TABLE
SPI_APPUSERDEF
SPI_AUDIT_DET1
SPI_AUDIT_DET2
SPI_AUDIT_HISTORY
SPI_AUDIT_HISTORY_FIELDS
SPI_AUDIT_HISTORY_KEYS
SPI_AUDIT_SESS
SPI_BACKUP_TABLES
SPI_BLDG_PACKAGE
SPI_BUILDING_LIST
Spi_checklist_menu_items
SPI_COLUMN_INFO
SPI_COLUMN_NAMES
SPI_CONFIG_EXTENSION
SPI_CONFIG_EXTENSION_DETAIL
SPI_CONFIG_EXTENSION_ENVIRONMENT
SPI_CONVERT_CONTACT
SPI_CONVERT_ERROR_LOG
SPI_CONVERT_MAP
SPI_CONVERT_STAFF
SPI_CONVERT_TYPE
SPI_COPY_CALC
SPI_COPY_DET
spi_copy_det_731719
SPI_COPY_HDR
spi_copy_hdr_731719
SPI_COPY_JOIN
SPI_COPY_LINK
spi_copy_link_731719
SPI_COPY_MS_DET
SPI_CUSTOM_CODE
SPI_CUSTOM_DATA
SPI_CUSTOM_LAUNCH
SPI_CUSTOM_MODS
SPI_CUSTOM_SCRIPT
SPI_DATA_CACHE
SPI_DIST_BUILDING_CHECKLIST
SPI_DIST_PACKAGE
SPI_DISTRICT_INIT
SPI_DYNAMIC_CONTAINERTYPE
SPI_DYNAMIC_LAYOUT
SPI_DYNAMIC_PAGE
SPI_DYNAMIC_PAGE_WIDGET
SPI_DYNAMIC_SETTING
SPI_DYNAMIC_WIDGET
SPI_DYNAMIC_WIDGET_SETTING
SPI_DYNAMIC_WIDGET_TYPE
SPI_FEEDBACK_RECIP
SPI_FIELD_HELP
SPI_FIRSTWAVE
SPI_HAC_NEWS
SPI_HOME_SECTIONS
SPI_HOME_USER_CFG
SPI_HOME_USER_SEC
SPI_IMM_TSK_RESULT
SPI_INTEGRATION_DET
SPI_INTEGRATION_HDR
SPI_JOIN_COND
SPI_JOIN_SELECT
SPI_OBJECT_PERM
SPI_OPTION_EXCLD
SPI_OPTION_LIST_FIELD
SPI_OPTION_NAME
SPI_OPTION_SIMPLE_SEARCH
SPI_OPTION_TABLE
SPI_POWERPACK_CONFIGURATION
SPI_PRIVATE_FIELD
SPI_RESOURCE
SPI_TABLE_JOIN
SPI_TABLE_NAMES
SPI_TASK
SPI_TASK_ERR_DESC
SPI_TASK_ERROR
SPI_TASK_PARAMS
SPI_TASK_PROG
SPI_TIME_OFFSET
SPI_USER_GRID
SPI_USER_OPTION
SPI_USER_PROMPT
SPI_VAL_TABS
SPI_VERSION
SPI_WATCH_LIST
SPI_WATCH_LIST_STUDENT
SPI_Z_SCALE
SSP_CFG
SSP_CFG_AUX
STATE_DISTDEF_SCREENS
STATE_OCR_DIST_CFG
STATE_OCR_QUESTION
STATE_TASK_LOG_CFG
STATETB_AP_SUBJECT
STATETB_OCR_COM_TYPE
STATETB_OCR_COUNT_TYPE
STATETB_OCR_DISC_TYPE
STATETB_OCR_EXP_TYPE
TAC_CFG
TAC_CFG_HAC
TAC_DISTRICT_CFG
TAC_ISSUE
TAC_ISSUE_ACTION
TAC_ISSUE_REFER
TAC_ISSUE_STUDENT
TAC_LINK
TAC_MENU_ITEMS
TAC_MSG_CRS_DATES
TAC_SEAT_CRS_DET
TAC_SEAT_CRS_HDR
TACTB_ISSUE
tmp_medtb_vis_exam_ark
